budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
24000000.0,Bel Air Entertainment,USA,Brian Robbins,Comedy,12372410.0,Ready to Rumble,PG-13,2000-04-07,107,5.3,David Arquette,12277,Steven Brill,2000
30000000.0,Lewitt / Eberts Prouctions,USA,Joe Charbanic,Crime,28927720.0,The Watcher,R,2000-09-08,97,5.3,James Spader,23123,Darcy Meyers,2000
35000000.0,Universal Pictures,USA,Rob Cohen,Action,35007180.0,The Skulls,PG-13,2000-03-31,106,5.6,Joshua Jackson,28112,John Pogue,2000
6000000.0,Brant-Allen,USA,Ed Harris,Biography,8596914.0,Pollock,R,2001-03-23,122,7.0,Ed Harris,24202,Steven Naifeh,2000
10000000.0,Portman Entertainment Group,UK,Nigel Cole,Comedy,12115757.0,Saving Grace,R,2000-09-01,93,6.9,Brenda Blethyn,16011,Mark Crowdy,2000
14000000.0,Destination Films,USA,Sally Field,Drama,3060963.0,Beautiful,PG-13,2000-09-29,112,5.4,Minnie Driver,3378,Jon Bernstein,2000
0.0,Gaumont,France,Mathieu Kassovitz,Crime,632548.0,The Crimson Rivers,R,2001-05-04,106,6.9,Jean Reno,51306,Jean-Christophe Grangé,2000
8500000.0,Artisan Entertainment,USA,Christopher McQuarrie,Action,6055661.0,The Way of the Gun,R,2000-09-08,119,6.7,Ryan Phillippe,28466,Christopher McQuarrie,2000
6000000.0,Alcon Entertainment,USA,Jay Russell,Comedy,34099640.0,My Dog Skip,PG,2000-03-03,95,7.0,Frankie Muniz,17398,Willie Morris,2000
23000000.0,Artisan Entertainment,USA,Robert Altman,Comedy,13113041.0,Dr. T & the Women,R,2000-10-13,122,4.6,Richard Gere,16174,Anne Rapp,2000
19000000.0,Gullane Pictures,UK,Britt Allcroft,Adventure,15911333.0,Thomas and the Magic Railroad,G,2000-07-26,85,3.7,Alec Baldwin,3106,Britt Allcroft,2000
60000000.0,Columbia Pictures Corporation,Germany,Diane Keaton,Comedy,36050230.0,Hanging Up,PG-13,2000-02-18,94,4.8,Diane Keaton,10627,Delia Ephron,2000
35000000.0,Punch 21 Productions,USA,Robert Iscove,Comedy,20627372.0,Boys and Girls,PG-13,2000-06-16,94,5.4,Freddie Prinze Jr.,14393,Andrew Lowery,2000
25000000.0,Davis-Panzer Productions,USA,Douglas Aarniokoski,Action,12801190.0,Highlander: Endgame,R,2000-09-01,87,4.6,Christopher Lambert,17216,Gregory Widen,2000
0.0,1+2 Seisaku Iinkai,Taiwan,Edward Yang,Drama,1136776.0,Yi Yi,NOT RATED,2000-12-16,173,8.1,Nien-Jen Wu,14617,Edward Yang,2000
35000000.0,Open City Films,USA,Kris Isacsson,Comedy,20035310.0,Down to You,PG-13,2000-01-21,91,4.9,Freddie Prinze Jr.,12868,Kris Isacsson,2000
16000000.0,StudioCanal,USA,Kathryn Bigelow,Crime,102622.0,The Weight of Water,R,2002-07-31,100,5.9,Catherine McCormack,7993,Anita Shreve,2000
24000000.0,Broadway Pictures,USA,Reginald Hudlin,Comedy,13592872.0,The Ladies Man,R,2000-10-13,84,5.1,Tim Meadows,11223,Tim Meadows,2000
25000000.0,DreamWorks,USA,Woody Allen,Comedy,17071230.0,Small Time Crooks,PG,2000-05-19,94,6.7,Woody Allen,32888,Woody Allen,2000
20000000.0,Cinerenta Medienbeteiligungs KG,USA,Rod Lurie,Drama,17872723.0,The Contender,R,2000-10-13,126,7.0,Joan Allen,21189,Rod Lurie,2000
60000000.0,Morgan Creek Productions,USA,Christian Duguay,Action,30208599.0,The Art of War,R,2000-08-25,117,5.7,Wesley Snipes,26180,Wayne Beach,2000
10000000.0,New Line Cinema,USA,Spike Lee,Comedy,2185266.0,Bamboozled,R,2000-10-20,135,6.5,Damon Wayans,9042,Spike Lee,2000
0.0,Canal+,UK,Sally Potter,Drama,739583.0,The Man Who Cried,R,2003-03-28,100,6.2,Christina Ricci,13051,Sally Potter,2000
13000000.0,MFF Feature Film Productions,USA,Chris Koch,Adventure,60020107.0,Snow Day,PG,2000-02-11,89,5.0,Chevy Chase,9929,Will McRobb,2000
0.0,Working Dog,Australia,Rob Sitch,Comedy,2252970.0,The Dish,PG-13,2001-05-04,101,7.2,Sam Neill,13427,Santo Cilauro,2000
0.0,FilmFour,UK,Paul McGuigan,Crime,30915.0,Gangster No. 1,R,2000-06-09,103,6.8,Malcolm McDowell,11520,Johnny Ferguson,2000
30000000.0,Paramount Pictures,Germany,Stig Bergqvist,Animation,76507756.0,Rugrats in Paris: The Movie,G,2000-11-17,78,6.1,Christine Cavanaugh,8974,J. David Stem,2000
14000000.0,Phoenix Pictures,USA,John Ottman,Horror,21468807.0,Leyenda urbana 2,R,2000-09-22,97,4.1,Jennifer Morrison,13751,Silvio Horta,2000
35000000.0,Miramax,USA,Don Roos,Drama,36779296.0,Bounce,PG-13,2000-11-17,106,5.7,Ben Affleck,18326,Don Roos,2000
24000000.0,NPV Entertainment,USA,Davis Guggenheim,Drama,5108820.0,Gossip,R,2000-04-21,90,5.9,James Marsden,13017,Gregory Poirier,2000
65000000.0,Paramount Pictures,USA,Chuck Russell,Crime,29374178.0,Bless the Child,R,2000-08-11,107,5.1,Kim Basinger,12659,Cathy Cash Spellman,2000
2000000.0,double A Films,USA,Michael Almereyda,Drama,1568749.0,Hamlet,R,2000-06-23,112,6.0,Ethan Hawke,8354,William Shakespeare,2000
0.0,13 Productions,Hungary,Béla Tarr,Drama,25461.0,Werckmeister Harmonies,Not specified,2001-02-01,145,8.3,Lars Rudolph,9773,László Krasznahorkai,2000
0.0,Arte France Cinéma,France,Michael Haneke,Drama,95242.0,Code Unknown,NOT RATED,2000-11-15,118,7.2,Juliette Binoche,9286,Michael Haneke,2000
1000000.0,Green/Renzi,USA,Karyn Kusama,Drama,1523941.0,Girlfight,R,2000-10-06,110,6.8,Michelle Rodriguez,8530,Karyn Kusama,2000
10000000.0,Hollywood Pictures,USA,Eric Blakeney,Comedy,1631839.0,Gun Shy,R,2000-02-04,101,5.7,Liam Neeson,6181,Eric Blakeney,2000
50000000.0,Avery Pix,USA,Janusz Kaminski,Drama,16779636.0,Lost Souls,R,2000-10-13,97,4.8,Winona Ryder,9712,Pierce Gardner,2000
10000000.0,Artic Productions LLC,France,John Waters,Comedy,1284646.0,Cecil B. DeMented,R,2000-09-01,87,6.2,Melanie Griffith,11917,John Waters,2000
0.0,Memfis Film,Sweden,Lukas Moodysson,Comedy,1069156.0,Together,R,2001-09-21,106,7.5,Lisa Lindgren,18441,Lukas Moodysson,2000
1800000.0,ErgoArts,USA,Maggie Greenwald,Drama,3050934.0,Songcatcher,PG-13,2001-07-27,109,7.2,Janet McTeer,2939,Maggie Greenwald,2000
8000000.0,Fox Searchlight Pictures,USA,Fina Torres,Comedy,5018450.0,Woman on Top,R,2000-09-22,92,5.3,Penélope Cruz,9009,Vera Blasi,2000
0.0,Moonstone Entertainment,USA,Michael Radford,Drama,30181.0,Dancing at the Blue Iguana,R,2001-10-11,123,5.8,Charlotte Ayanna,3317,Michael Radford,2000
10000000.0,Recorded Picture Company (RPC),USA,Takeshi Kitano,Crime,447750.0,Brother,R,2001-09-28,114,7.2,Takeshi Kitano,19600,Takeshi Kitano,2000
63000000.0,Paramount Pictures,France,Nora Ephron,Comedy,10014234.0,Lucky Numbers,R,2000-10-27,105,5.0,John Travolta,8957,Adam Resnick,2000
15000000.0,Hollywood Pictures,USA,Bruce Paltrow,Comedy,4734235.0,Duets,R,2000-09-15,112,6.0,Huey Lewis,8505,John Byrum,2000
3600000.0,Animal Productions LLC,USA,Steve Buscemi,Crime,43805.0,Animal Factory,R,2000-08-01,94,6.6,Willem Dafoe,11086,Edward Bunker,2000
1500000.0,New Oz Productions,Australia,Robert Lee King,Comedy,265107.0,Psycho Beach Party,UNRATED,2001-09,95,6.3,Lauren Ambrose,4825,Charles Busch,2000
42000.0,Free Country U.S.A.,USA,David Gordon Green,Drama,241816.0,George Washington,NOT RATED,2001-09-28,89,7.4,Candace Evanofski,6692,David Gordon Green,2000
0.0,Filmtown Entertainment,France,David Mamet,Comedy,6920692.0,State and Main,R,2001-01-12,105,6.8,Philip Seymour Hoffman,18881,David Mamet,2000
0.0,Tartan Films,USA,Chuck Parello,Biography,5708.0,Ed Gein,NOT RATED,2001-07-20,89,5.6,Steve Railsback,4568,Stephen Johnston,2000
0.0,Coproduction Office,Sweden,Roy Andersson,Comedy,2303.0,Songs from the Second Floor,NOT RATED,2000-10-06,98,7.7,Lars Nordh,14022,Roy Andersson,2000
150000.0,Miramax,USA,Gary Winick,Comedy,2882062.0,Tadpole,PG-13,2002-08-23,78,6.2,Sigourney Weaver,5310,Heather McGowan,2000
12500000.0,Morgan Creek Productions,USA,Mary Lambert,Drama,5217498.0,The In Crowd,PG-13,2000-07-19,105,4.6,Lori Heuring,3803,Mark Gibson,2000
1000000.0,Banner Entertainment,USA,Greg Berlanti,Comedy,1744858.0,The Broken Hearts Club: A Romantic Comedy,R,2000-10-20,94,7.0,Timothy Olyphant,6337,Greg Berlanti,2000
6000000.0,Code Entertainment,USA,Nick Gomez,Crime,15427192.0,Drowning Mona,PG-13,2000-03-03,96,5.6,Danny DeVito,12165,Peter Steinfeld,2000
13000000.0,Pathé Pictures International,UK,Kenneth Branagh,Romance,284291.0,Love's Labour's Lost,PG,2000-03-31,93,6.1,Alessandro Nivola,3984,William Shakespeare,2000
24000000.0,Gramercy Pictures (I),Germany,Neil LaBute,Comedy,25167270.0,Nurse Betty,R,2000-09-08,110,6.2,Renée Zellweger,30785,John C. Richards,2000
8000000.0,Icon Entertainment International,Germany,Wim Wenders,Drama,52526.0,The Million Dollar Hotel,R,2000-02-10,122,5.9,Jeremy Davies,19103,Bono,2000
0.0,Raajkamal Films International,India,Kamal Haasan,Crime,274675.0,Hey Ram,Not specified,2000-02-18,186,8.0,Kamal Haasan,8729,Kamal Haasan,2000
30000000.0,Disney Television Animation,USA,Jun Falkenstein,Animation,45554533.0,The Tigger Movie,G,2000-02-11,77,6.3,Jim Cummings,14258,A.A. Milne,2000
8500000.0,Polygram Filmed Entertainment,USA,Keith Gordon,Drama,327418.0,Waking the Dead,R,2000-03-24,105,6.7,Billy Crudup,6173,Scott Spencer,2000
0.0,British Broadcasting Corporation (BBC),UK,Dominic Anciano,Comedy,1143.0,"Love, Honor and Obey",R,2001-02-09,103,6.5,Sadie Frost,4542,Dominic Anciano,2000
0.0,Film Kraft,India,Rakesh Roshan,Action,356000.0,Kaho Naa... Pyaar Hai,B,2000-01-14,172,6.9,Hrithik Roshan,10926,Rakesh Roshan,2000
0.0,Evolution Entertainment,USA,John Luessenhop,Drama,449482.0,Lockdown,R,2001-02-04,105,6.3,Richard T. Jones,2134,Preston A. Whitmore II,2000
10000000.0,Three Rivers Production,UK,Terence Davies,Romance,3041803.0,The House of Mirth,PG,2001-03-07,135,7.1,Gillian Anderson,6606,Edith Wharton,2000
120000.0,Chango Productions,USA,Bryan Johnson,Crime,14904.0,Vulgar,R,2002-04-26,87,5.3,Brian O'Halloran,3665,Bryan Johnson,2000
10000000.0,Universal Pictures,USA,Scott Alexander,Comedy,7027345.0,Screwed,PG-13,2000-05-12,81,5.7,Norm MacDonald,7286,Scott Alexander,2000
16000000.0,4 Kids Entertainment,Japan,Kunihiko Yuyama,Animation,17052128.0,Pokémon 3: The Movie,G,2001-04-06,93,5.7,Rica Matsumoto,10090,Norman J. Grossfeld,2000
0.0,Daly-Harris Productions,USA,Del Shores,Comedy,1111273.0,Sordid Lives,R,2001-05-11,111,6.8,Delta Burke,2477,Del Shores,2000
50000000.0,Columbia Pictures Corporation,USA,Hugh Hudson,Adventure,6543194.0,I Dreamed of Africa,PG-13,2000-05-05,114,5.6,Kim Basinger,3933,Kuki Gallmann,2000
3000000.0,Miramax,USA,Lisa Krueger,Comedy,40361.0,Committed,R,2000-07-14,98,5.2,Heather Graham,3330,Lisa Krueger,2000
51000000.0,Castle Rock Entertainment,Canada,Antoine Fuqua,Action,15325127.0,Bait,R,2000-09-15,119,5.7,Jamie Foxx,9493,Andrew Scheinman,2000
15000000.0,Fox 2000 Pictures,USA,Mark Piznarski,Drama,10494147.0,Here on Earth,PG-13,2000-03-24,96,5.1,Chris Klein,7660,Michael Seitzman,2000
0.0,Arenafilm,Australia,Samantha Lang,Crime,45826.0,The Monkey's Mask,R,2001-05-10,93,5.1,Susie Porter,1346,Anne Kennedy,2000
4000000.0,Screen Gems,USA,Mike Figgis,Drama,945041.0,Timecode,R,2000-04-28,97,6.2,Jeanne Tripplehorn,6042,Mike Figgis,2000
0.0,Rosa Filmes,Portugal,João Pedro Rodrigues,Drama,125651.0,O Fantasma,UNRATED,2000-10-20,87,5.7,Ricardo Meneses,2379,João Pedro Rodrigues,2000
250000.0,Artisan Entertainment,USA,Miguel Arteta,Comedy,1050600.0,Chuck & Buck,R,2000-08-04,96,6.6,Mike White,4800,Mike White,2000
1000000.0,Myung Film Company Ltd.,South Korea,Ki-duk Kim,Drama,21075.0,The Isle,UNRATED,2000-04-22,90,7.1,Jung Suh,10866,Ki-duk Kim,2000
0.0,Asian Union Film & Entertainment,China,Wen Jiang,Comedy,18223.0,Devils on the Doorstep,Not specified,2001-03-14,139,8.3,Wen Jiang,5388,Wen Jiang,2000
25000000.0,Lakeshore Entertainment,USA,John Schlesinger,Comedy,14990582.0,The Next Best Thing,PG-13,2000-03-03,108,4.7,Madonna,9717,Tom Ropelewski,2000
0.0,Alliance Atlantis Communications,UK,Michael Winterbottom,Drama,669258.0,The Claim,R,2001-02-02,120,6.5,Wes Bentley,5448,Thomas Hardy,2000
0.0,Behaviour Worldwide,USA,Valerie Breiman,Comedy,546287.0,Love & Sex,R,2000-07-14,82,6.3,Famke Janssen,4781,Valerie Breiman,2000
36000000.0,Légende Films,France,Roland Joffé,Biography,49464.0,Vatel,PG-13,2001-11-17,103,6.6,Gérard Depardieu,6605,Jeanne Labrune,2000
1000000.0,Brillstein-Grey Entertainment,USA,Craig Mazin,Action,12996.0,The Specials,R,2000-09-18,82,6.0,Rob Lowe,2010,James Gunn,2000
0.0,Athanor,Czech Republic,Jan Svankmajer,Animation,116710.0,Greedy Guts,Not specified,2001-01-25,132,7.4,Veronika Zilková,5091,Karel Jaromír Erben,2000
0.0,Independent Film Channel (IFC),USA,Brad Anderson,Comedy,688510.0,Happy Accidents,R,2001-09-12,110,7.3,Marisa Tomei,8717,Brad Anderson,2000
60000000.0,Brillstein-Grey Entertainment,USA,Mike Nichols,Comedy,6291602.0,What Planet Are You From?,R,2000-03-03,105,5.6,Garry Shandling,8346,Garry Shandling,2000
0.0,BMG Funhouse,Japan,Yoshiaki Kawajiri,Animation,25521.0,Vampire Hunter D: Bloodlust,R,2001-09-28,103,7.7,Andrew Philpot,24614,Hideyuki Kikuchi,2000
0.0,Fidélité Productions,France,François Ozon,Comedy,86132.0,Water Drops on Burning Rocks,NOT RATED,2000-03-15,82,6.9,Bernard Giraudeau,5166,Rainer Werner Fassbinder,2000
0.0,Better Than,Australia,Jonathan Teplitzky,Drama,94940.0,Better Than Sex,R,2002-05-10,95,6.4,David Wenham,2002,Jonathan Teplitzky,2000
0.0,Fidélité Productions,France,François Ozon,Drama,1450106.0,Under the Sand,UNRATED,2001-05-04,92,7.2,Charlotte Rampling,7119,François Ozon,2000
0.0,Arte France Cinéma,France,Sébastien Lifshitz,Drama,8867.0,Come Undone,R,2000-06-07,98,6.7,Jérémie Elkaïm,4360,Sébastien Lifshitz,2000
0.0,Boneyard Entertainment,UK,Joel Hershman,Comedy,1439287.0,Greenfingers,R,2001-09-14,91,6.9,Clive Owen,4800,Joel Hershman,2000
0.0,Istituto Luce,Italy,Silvio Soldini,Comedy,5311177.0,Bread and Tulips,PG-13,2001-11-02,114,7.4,Licia Maglietta,8210,Silvio Soldini,2000
1000000.0,Artisan Entertainment,USA,Henry Bromell,Comedy,779137.0,Panic,R,2001-10-19,88,6.8,William H. Macy,7413,Henry Bromell,2000
0.0,British Broadcasting Corporation (BBC),Ireland,Gerard Stembridge,Comedy,151559.0,About Adam,R,2001-03-21,97,6.0,Stuart Townsend,5918,Gerard Stembridge,2000
0.0,Arts Council of England,UK,Bill Eagles,Comedy,55381.0,Beautiful Creatures,R,2001-01-19,86,5.9,Rachel Weisz,3150,Simon Donald,2000
0.0,ARP Sélection,France,Gérard Krawczyk,Action,729844.0,Taxi 2 - Alta tensión,NOT RATED,2000-10-06,88,6.4,Samy Naceri,43387,Luc Besson,2000
4500000.0,Keystone Family Pictures,Canada,Robert Vince,Comedy,1246237.0,MVP: Most Valuable Primate,PG,2000-10-20,93,3.8,Bernie,1908,Anne Vince,2000
0.0,Danmarks Radio (DR),Denmark,Lone Scherfig,Comedy,4447186.0,Italiano para principiantes,R,2002-05-10,112,7.1,Anders W. Berthelsen,11759,Maeve Binchy,2000
0.0,Solar Films,Finland,Aku Louhimies,Drama,16239.0,Restless,Not specified,2000-01-28,111,5.6,Mikko Nousiainen,3367,Aleksi Bardy,2000
0.0,Pandora Cinema,UK,Ben Elton,Comedy,8351.0,Maybe Baby,R,2001-08-24,104,5.7,Hugh Laurie,5148,Ben Elton,2000
1000000.0,"Culture Company, The",India,Khalid Mohamed,Action,623791.0,Fiza,Not specified,2000-09-08,170,6.1,Jaya Bhaduri,3131,Khalid Mohamed,2000
28000000.0,Gramercy Pictures (I),Germany,Marek Kanievska,Drama,5658940.0,El asalto,PG-13,2000-04-14,89,6.3,Paul Newman,4730,E. Max Frye,2000
5000000.0,Saban Entertainment,USA,Mamoru Hosoda,Animation,9628751.0,Digimon: The Movie,PG,2000-10-06,100,6.0,Lara Jill Miller,5625,Akiyoshi Hongo,2000
0.0,Fox 2000 Pictures,USA,Adam Collis,Comedy,3926.0,Sunset Strip,R,2000-08-18,90,5.7,Simon Baker,1314,Randall Jahnson,2000
125000000.0,Warner Bros.,UK,Chris Columbus,Adventure,317575550.0,Harry Potter and the Sorcerer's Stone,PG,2001-11-16,152,7.5,Daniel Radcliffe,499582,J.K. Rowling,2001
93000000.0,New Line Cinema,New Zealand,Peter Jackson,Adventure,315544750.0,The Lord of the Rings: The Fellowship of the Ring,PG-13,2001-12-19,178,8.8,Elijah Wood,1352483,J.R.R. Tolkien,2001
10000000.0,United Artists,Germany,Victor Salva,Horror,37904175.0,El demonio,R,2001-08-31,90,6.1,Gina Philips,94632,Victor Salva,2001
15000000.0,Les Films Alain Sarde,France,David Lynch,Drama,7220243.0,Mulholland Drive,R,2001-10-19,147,8.0,Naomi Watts,263699,David Lynch,2001
4500000.0,Pandora Cinema,USA,Richard Kelly,Drama,194220.0,Donnie Darko,R,2001-10-26,113,8.1,Jake Gyllenhaal,635416,Richard Kelly,2001
19000000.0,Tokuma Shoten,Japan,Hayao Miyazaki,Animation,10055859.0,Spirited Away,PG,2003-03-28,125,8.6,Daveigh Chase,476278,Hayao Miyazaki,2001
115000000.0,Paramount Pictures,USA,Simon West,Action,131144183.0,Lara Croft: Tomb Raider,PG-13,2001-06-15,100,5.8,Angelina Jolie,167892,Sara B. Cooper,2001
58000000.0,Universal Pictures,USA,Ron Howard,Biography,170742341.0,A Beautiful Mind,PG-13,2002-01-04,135,8.2,Russell Crowe,681379,Akiva Goldsman,2001
115000000.0,Pixar Animation Studios,USA,Pete Docter,Animation,289916256.0,"Monsters, Inc.",G,2001-11-02,92,8.1,Billy Crystal,652440,Pete Docter,2001
0.0,Claudie Ossard Productions,France,Jean-Pierre Jeunet,Comedy,33225499.0,Amélie,R,2002-02-08,122,8.4,Audrey Tautou,586883,Guillaume Laurant,2001
45000000.0,Warner Bros.,USA,Antoine Fuqua,Crime,76631907.0,Training Day,R,2001-10-05,122,7.7,Denzel Washington,328937,David Ayer,2001
18000000.0,Metro-Goldwyn-Mayer (MGM),USA,Robert Luketic,Comedy,96520674.0,Legally Blonde,PG-13,2001-07-13,96,6.2,Reese Witherspoon,145161,Amanda Brown,2001
92000000.0,Revolution Studios,USA,Ridley Scott,Drama,108638745.0,Black Hawk Down,R,2002-01-18,144,7.7,Josh Hartnett,313611,Mark Bowden,2001
38000000.0,Universal Pictures,USA,Rob Cohen,Action,144533925.0,The Fast and the Furious,PG-13,2001-06-22,106,6.7,Vin Diesel,295769,Ken Li,2001
60000000.0,DreamWorks Animation,USA,Andrew Adamson,Animation,267665011.0,Shrek,PG,2001-05-18,90,7.9,Mike Myers,506495,William Steig,2001
87000000.0,Metro-Goldwyn-Mayer (MGM),USA,Ridley Scott,Crime,165092268.0,Hannibal,R,2001-02-09,131,6.8,Anthony Hopkins,221016,Thomas Harris,2001
53000000.0,Apostle,USA,Ted Demme,Biography,52990775.0,Blow,R,2001-04-06,124,7.6,Johnny Depp,210713,Bruce Porter,2001
5000000.0,Eureka Pictures,USA,David Wain,Comedy,292102.0,Wet Hot American Summer,R,2002-04-11,97,6.7,Janeane Garofalo,45495,Michael Showalter,2001
100000000.0,Twentieth Century Fox Film Corporation,USA,Tim Burton,Action,180011740.0,Planet of the Apes,PG-13,2001-07-27,119,5.7,Mark Wahlberg,189575,Pierre Boulle,2001
1200000.0,Fox Searchlight Pictures,USA,Jay Chandrasekhar,Comedy,18488314.0,Super Troopers,R,2002-02-15,100,7.1,Jay Chandrasekhar,80904,Jay Chandrasekhar,2001
85000000.0,Warner Bros.,USA,Steven Soderbergh,Crime,183405771.0,Ocean's Eleven,PG-13,2001-12-07,116,7.8,George Clooney,434421,George Clayton Johnson,2001
140000000.0,Touchstone Pictures,USA,Michael Bay,Action,198542554.0,Pearl Harbor,PG-13,2001-05-25,183,6.1,Ben Affleck,272170,Randall Wallace,2001
17000000.0,Cruise/Wagner Productions,Spain,Alejandro Amenábar,Horror,96522687.0,Los otros,PG-13,2001-08-10,101,7.6,Nicole Kidman,291033,Alejandro Amenábar,2001
21000000.0,Touchstone Pictures,USA,Wes Anderson,Comedy,52364010.0,The Royal Tenenbaums,R,2002-01-04,110,7.6,Gene Hackman,225505,Wes Anderson,2001
50000000.0,Twentieth Century Fox Film Corporation,Australia,Baz Luhrmann,Drama,57386607.0,Amor en rojo,PG-13,2001-06-01,127,7.6,Nicole Kidman,236999,Baz Luhrmann,2001
57000000.0,Warner Bros.,USA,Stephen Herek,Drama,17008282.0,Rock Star,R,2001-09-07,105,6.2,Mark Wahlberg,36324,John Stockwell,2001
100000000.0,Warner Bros.,USA,Steven Spielberg,Adventure,78616689.0,A.I. Artificial Intelligence,PG-13,2001-06-29,146,7.1,Haley Joel Osment,255580,Brian Aldiss,2001
2000000.0,Anhelo Producciones,Mexico,Alfonso Cuarón,Adventure,13622333.0,Y Tu Mamá También,R,2002-04-26,106,7.7,Maribel Verdú,97627,Alfonso Cuarón,2001
26000000.0,Walt Disney Pictures,USA,Garry Marshall,Comedy,108248956.0,The Princess Diaries,G,2001-08-03,111,6.3,Julie Andrews,103820,Meg Cabot,2001
35000000.0,Dimension Films,USA,Robert Rodriguez,Action,112719001.0,Spy Kids,PG,2001-03-30,88,5.4,Alexa PenaVega,90839,Robert Rodriguez,2001
15000000.0,Columbia Pictures Corporation,USA,Joel Gallen,Comedy,38252284.0,Not Another Teen Movie,R,2001-12-14,89,5.7,Chyler Leigh,85003,Mike Bender,2001
98000000.0,Universal Pictures,USA,Stephen Sommers,Action,202019785.0,The Mummy Returns,PG-13,2001-05-04,130,6.3,Brendan Fraser,264562,Stephen Sommers,2001
68000000.0,Paramount Pictures,USA,Cameron Crowe,Fantasy,100614858.0,Vanilla Sky,R,2001-12-14,136,6.9,Tom Cruise,218433,Alejandro Amenábar,2001
65000000.0,Columbia Pictures Corporation,USA,Brian Helgeland,Action,56569702.0,A Knight's Tale,PG-13,2001-05-11,132,6.9,Heath Ledger,146093,Brian Helgeland,2001
120000000.0,Walt Disney Feature Animation,USA,Gary Trousdale,Animation,84052762.0,Atlantis: The Lost Empire,PG,2001-06-15,95,6.8,Michael J. Fox,80961,Tab Murphy,2001
45000000.0,Dimension Films,USA,Keenen Ivory Wayans,Comedy,71308997.0,Scary Movie 2,R,2001-07-04,83,5.3,Anna Faris,127881,Shawn Wayans,2001
0.0,Alicia Produce,Spain,Julio Medem,Drama,1490177.0,Sex and Lucia,R,2002-12-20,128,7.2,Paz Vega,31120,Julio Medem,2001
35000000.0,Twentieth Century Fox Film Corporation,USA,Albert Hughes,Horror,31602566.0,From Hell,R,2001-10-19,122,6.8,Johnny Depp,131821,Alan Moore,2001
25000000.0,Miramax,UK,Sharon Maguire,Comedy,71543427.0,Bridget Jones's Diary,R,2001-04-13,97,6.7,Renée Zellweger,188905,Helen Fielding,2001
42000000.0,Warner Bros.,USA,Steve Beck,Horror,41867960.0,Thir13en Ghosts,R,2001-10-26,91,5.6,Tony Shalhoub,69143,Robb White,2001
42000000.0,Metro-Goldwyn-Mayer (MGM),France,Michael Cristofer,Drama,16252765.0,Original Sin,R,2001-08-03,116,6.0,Antonio Banderas,47417,Cornell Woolrich,2001
30000000.0,LivePlanet,USA,J.B. Rogers,Comedy,145103595.0,American Pie 2,R,2001-08-10,108,6.4,Jason Biggs,211629,Adam Herz,2001
68000000.0,Swanford Films,UK,Jean-Jacques Annaud,Drama,51401758.0,Enemy at the Gates,R,2001-03-16,131,7.6,Jude Law,205191,Jean-Jacques Annaud,2001
28000000.0,Paramount Pictures,Germany,Ben Stiller,Comedy,45172250.0,Zoolander,PG-13,2001-09-28,90,6.6,Ben Stiller,215281,Drake Sather,2001
