Id,Name,Platform,Year,Genre,Publisher,Rank,Difficulty,Ign_score,NA_Sales,EU_Sales,JP_Sales,Other_Sales
6344,Burstrick: Wake Boarding!!,PS,2000,Sports,Natsume,6344,nan,nan,0.15,0.1,0,0.02
6345,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001,Sports,Acclaim Entertainment,6345,nan,2,0.15,0.1,0,0.02
6346,Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,6346,nan,nan,0.09,0.12,0.02,0.04
6347,R.U.S.E.,X360,2010,Strategy,Ubisoft,6347,1,nan,0.12,0.12,0,0.03
6348,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,6348,nan,nan,0.08,0,0.19,0.01
6349,Resident Evil: Deadly Silence,DS,2006,Action,Capcom,6349,nan,nan,0.12,0.03,0.11,0.01
6350,Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,6350,3,nan,0.16,0,0.1,0.01
6351,Beamrider,2600,1984,Racing,Activision,6351,1,nan,0.26,0.01,0,0
6352,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,6352,nan,nan,0.02,0.17,0,0.09
6353,The Evil Within,PC,2014,Action,Bethesda Softworks,6353,nan,nan,0.09,0.16,0,0.02
6354,Athens 2004,PS2,2004,Sports,Sony Computer Entertainment,6354,7,nan,0.13,0.1,0,0.03
6355,Gunship,PS,1996,Simulation,Microprose,6355,7,nan,0.15,0.1,0,0.02
6356,Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Sports,Konami Digital Entertainment,6356,nan,6,0,0,0.27,0
6357,SD Gundam G Generation Portable,PSP,2006,Strategy,Namco Bandai Games,6357,nan,nan,0,0,0.27,0
6358,Sydney 2000,PS,2000,Sports,Eidos Interactive,6358,4,2,0.15,0.1,0,0.02
6359,Pro Race Driver,PS2,2002,Racing,Codemasters,6359,nan,nan,0.13,0.1,0,0.03
6360,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,6360,nan,nan,0.21,0.05,0,0.01
6361,Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,6361,nan,nan,0,0,0.27,0
6362,The Club,X360,2008,Shooter,Sega,6362,nan,nan,0.15,0.1,0,0.02
6363,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,Namco Bandai Games,6363,nan,5,0,0,0.27,0
6364,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,6364,nan,nan,0.07,0.07,0.12,0.01
6365,Rocky: Legends,PS2,2004,Action,Ubisoft,6365,nan,nan,0.13,0.1,0,0.03
6366,NickToons: Racing,GBA,2002,Racing,Infogrames,6366,nan,nan,0.19,0.07,0,0
6367,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,6367,nan,3,0.14,0.1,0,0.03
6368,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,6368,nan,nan,0.2,0.04,0,0.04
6369,Gun,X360,N/A,Shooter,Activision,6369,nan,nan,0.24,0.01,0,0.02
6370,NHL 07,X360,2006,Sports,Electronic Arts,6370,nan,nan,0.25,0.01,0,0.02
6371,Flag Capture,2600,N/A,Action,Atari,6371,2,nan,0.25,0.02,0,0
6372,Bridge,2600,1980,Misc,Activision,6372,nan,nan,0.25,0.02,0,0
6373,G-Force,PS2,2009,Action,Disney Interactive Studios,6373,nan,nan,0.12,0.01,0,0.14
6374,LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment,6374,nan,nan,0.1,0.11,0,0.06
6375,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,6375,nan,nan,0.06,0.16,0,0.05
6376,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,6376,6,nan,0.18,0.08,0,0.01
6377,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996,Role-Playing,ChunSoft,6377,nan,nan,0,0,0.27,0
6378,Wave Rally,PS2,2001,Racing,Eidos Interactive,6378,nan,nan,0.13,0.1,0,0.03
6379,Over the Hedge,GBA,2006,Platform,Activision,6379,nan,nan,0.19,0.07,0,0
6380,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,6380,nan,nan,0.1,0.08,0.06,0.04
6381,Disney's Chicken Little,GC,2005,Platform,Disney Interactive Studios,6381,nan,nan,0.21,0.05,0,0.01
6382,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,6382,nan,nan,0.09,0.15,0,0.03
6383,Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,6383,nan,nan,0.21,0.05,0,0.01
6384,Sengoku Basara 4,PS3,2014,Action,Capcom,6384,nan,10,0,0,0.27,0
6385,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002,Role-Playing,Konami Digital Entertainment,6385,nan,nan,0,0,0.26,0.01
6386,WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,6386,nan,nan,0.19,0.07,0,0
6387,Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,6387,nan,nan,0,0,0.27,0
6388,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004,Role-Playing,Square Enix,6388,nan,nan,0.13,0.1,0,0.03
6389,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,6389,2,nan,0.08,0.14,0,0.05
6390,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,6390,8,nan,0.2,0.06,0,0.01
6391,Bratz: The Movie,Wii,2007,Simulation,THQ,6391,nan,nan,0.24,0.01,0,0.02
6392,BloodRayne 2,PS2,2004,Shooter,THQ,6392,nan,nan,0.13,0.1,0,0.03
6393,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,6393,nan,nan,0.2,0.04,0,0.03
6394,NHL 2002,XB,2001,Sports,Electronic Arts,6394,8,nan,0.2,0.06,0,0.01
6395,Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,6395,0,nan,0.25,0,0,0.02
6396,Tropico 4,PC,2011,Strategy,Kalypso Media,6396,nan,2,0.1,0.13,0,0.04
6397,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,6397,nan,nan,0.25,0.02,0,0
6398,Jikkyou Powerful Pro Yakyuu 5,N64,1998,Sports,Konami Digital Entertainment,6398,nan,nan,0,0,0.27,0
6399,NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,6399,nan,nan,0.25,0.02,0,0
6400,Shadow Man,N64,1999,Action,Acclaim Entertainment,6400,6,4,0.18,0.08,0,0.01
6401,Command & Conquer,N64,1999,Strategy,Nintendo,6401,nan,nan,0.22,0.05,0,0
6402,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,6402,nan,9,0.14,0.11,0,0.03
6403,Shadow of Rome,PS2,2005,Action,Capcom,6403,7,nan,0.13,0.1,0,0.03
6404,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,6404,nan,nan,0,0,0.27,0
6405,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,6405,nan,8,0,0.01,0.25,0.01
6406,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,6406,nan,nan,0.13,0.1,0,0.03
6407,Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,6407,nan,nan,0.13,0.12,0,0.03
6408,Need for Speed Rivals,PC,2013,Racing,Electronic Arts,6408,7,nan,0.04,0.19,0,0.04
6409,Stuntman: Ignition,PS2,2007,Racing,THQ,6409,nan,nan,0.13,0.1,0,0.03
6410,Fantastic 4,XB,2005,Action,Activision,6410,nan,nan,0.2,0.06,0,0.01
6411,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,6411,nan,nan,0.19,0.07,0,0
6412,MotoGP,PS2,2000,Racing,Namco Bandai Games,6412,nan,nan,0.06,0.05,0.14,0.02
6413,The Penguins of Madagascar,DS,2010,Action,THQ,6413,nan,nan,0.13,0.12,0,0.02
6414,Indian Ice World Cup,nan,nan,nan,nan,6414,nan,nan,nan,nan,nan,nan
6415,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008,Sports,DTP Entertainment,6415,8,9,0.23,0.04,0,0
6416,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,6416,nan,nan,0.25,0,0,0.02
6417,Etrian Odyssey II: Heroes of Lagaard,DS,2008,Role-Playing,Atlus,6417,4,nan,0.1,0,0.16,0.01
6418,LEGO The Hobbit,XOne,2014,Action,Warner Bros. Interactive Entertainment,6418,nan,nan,0.13,0.12,0,0.02
6419,Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Sports,Konami Digital Entertainment,6419,nan,9,0,0,0.27,0
6420,The Incredible Hulk,PS3,2008,Action,Sega,6420,nan,nan,0.22,0.03,0,0.03
6421,Resident Evil: Revelations,X360,2013,Action,Capcom,6421,nan,nan,0.12,0.11,0.02,0.02
6422,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,6422,3,nan,0.25,0,0,0.02
6423,NASCAR 2011: The Game,PS3,2011,Racing,Activision,6423,nan,nan,0.25,0,0,0.02
6424,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,6424,nan,nan,0,0,0.27,0
6425,Shin Megami Tensei: Devil Survivor,DS,2009,Role-Playing,Atlus,6425,nan,nan,0.14,0,0.12,0.01
6426,Magical Vacation,GBA,2001,Role-Playing,Nintendo,6426,8,1,0,0,0.26,0.01
6427,XGIII: Extreme G Racing,PS2,2001,Racing,Acclaim Entertainment,6427,nan,nan,0.13,0.1,0,0.03
6428,NBA Live 2004,GC,2003,Sports,Electronic Arts,6428,nan,nan,0.21,0.05,0,0.01
6429,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,6429,2,2,0.16,0.08,0,0.02
6430,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,6430,nan,9,0.2,0.06,0,0.01
6431,Section 8,X360,2009,Shooter,SouthPeak Games,6431,nan,nan,0.15,0.09,0,0.03
6432,Superbike 2000,PS,1999,Racing,Electronic Arts,6432,nan,nan,0.15,0.1,0,0.02
6433,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,6433,nan,7,0.25,0,0,0.02
6434,Final Fantasy XI: Ultimate Collection,X360,2009,Role-Playing,Square Enix,6434,nan,nan,0.25,0,0,0.02
6435,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,6435,nan,nan,0,0,0.27,0
6436,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,6436,nan,nan,0.01,0.21,0.01,0.04
6437,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,6437,nan,nan,0.19,0.07,0,0
6438,Wipeout 2,X360,2011,Misc,Activision,6438,10,3,0.25,0,0,0.02
6439,Ratatouille,X360,2007,Action,THQ,6439,nan,nan,0.23,0.02,0,0.02
6440,The Incredible Hulk,X360,2008,Action,Sega,6440,nan,nan,0.22,0.03,0,0.02
6441,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,6441,nan,nan,0.24,0.01,0,0.02
6442,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,6442,nan,0,0.15,0.1,0,0.02
6443,Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,6443,nan,4,0.13,0.1,0,0.03
6444,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,6444,nan,nan,0.08,0.11,0,0.08
6445,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,6445,10,nan,0,0,0.25,0.02
6446,Ace Attorney 6,3DS,2016,Adventure,Capcom,6446,nan,nan,0,0,0.27,0
6447,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,6447,nan,nan,0.21,0.05,0,0.01
6448,Cake Mania 2: Jill's Next Adventure!,DS,2008,Puzzle,Majesco Entertainment,6448,nan,nan,0.24,0,0,0.02
6449,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,6449,nan,4,0.16,0.09,0,0.02
6450,The BIGS,X360,2007,Sports,Take-Two Interactive,6450,nan,nan,0.18,0.08,0,0
6451,Initial D: Special Stage,PS2,2003,Racing,Sega,6451,nan,0,0,0,0.27,0
6452,Madden NFL 08,DS,2007,Sports,Electronic Arts,6452,nan,nan,0.24,0,0,0.02
6453,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,6453,nan,nan,0.13,0.1,0,0.03
6454,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,6454,nan,nan,0.25,0,0,0.02
6455,Final Doom,PS,1995,Shooter,GT Interactive,6455,nan,nan,0.15,0.1,0,0.02
6456,Deadly Premonition,X360,2010,Action,Rising Star Games,6456,nan,nan,0.18,0.06,0,0.02
6457,Rock Revolution,PS3,N/A,Misc,Unknown,6457,nan,nan,0.25,0,0,0.02
6458,Are You Smarter than a 5th Grader? Game Time,Wii,2009,Puzzle,THQ,6458,nan,nan,0.25,0,0,0.02
6459,NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,6459,nan,8,0.15,0.1,0,0.02
6460,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,6460,nan,nan,0.2,0.06,0,0.01
6461,Wipeout 2,DS,2011,Misc,Activision,6461,nan,nan,0.25,0,0,0.02
6462,Payday 2,PS4,2015,Shooter,505 Games,6462,nan,10,0.09,0.14,0,0.04
6463,Bling Bling Maze Romp,nan,nan,nan,nan,6463,nan,nan,nan,nan,nan,nan
6464,Ultimate NES Remix,3DS,2014,Action,Unknown,6464,nan,nan,0.15,0.09,0,0.02
6465,Megamind: The Blue Defender,DS,2010,Adventure,THQ,6465,nan,6,0.19,0.05,0,0.02
6466,NFL Street 3,PSP,2006,Sports,Electronic Arts,6466,10,nan,0.24,0,0,0.02
6467,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,6467,nan,8,0.06,0.04,0.14,0.02
6468,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,6468,9,nan,0.11,0.11,0,0.05
6469,Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,6469,nan,nan,0.15,0.1,0,0.02
6470,Super Nazo Puyo: Ruruu no Ruu,SNES,1995,Puzzle,Banpresto,6470,nan,8,0,0,0.27,0
6471,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision Value,6471,3,nan,0.25,0,0,0.02
6472,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,6472,7,nan,0.13,0.1,0,0.03
6473,Duel Masters,PS2,2004,Strategy,Atari,6473,nan,nan,0.13,0.1,0,0.03
6474,Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,6474,nan,nan,0.13,0.06,0.04,0.04
6475,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,6475,nan,nan,0.25,0,0,0.02
6476,Superman Returns,X360,2006,Action,Electronic Arts,6476,nan,nan,0.23,0.02,0,0.02
6477,The Dog Island,PS2,2007,Adventure,Ubisoft,6477,nan,nan,0.13,0.1,0,0.03
6478,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,6478,nan,nan,0.25,0,0,0.02
6479,Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,6479,nan,nan,0.06,0.07,0.11,0.03
6480,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,6480,nan,nan,0.25,0,0,0.02
6481,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Sports,Konami Digital Entertainment,6481,nan,nan,0,0,0.27,0
6482,Operation Armored Liberty,GBA,2003,Action,Majesco Entertainment,6482,nan,nan,0.19,0.07,0,0
6483,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,6483,nan,nan,0.15,0.09,0,0.02
6484,Dynasty Warriors 7: Xtreme Legends,PS3,2011,Action,Tecmo Koei,6484,nan,7,0.04,0.05,0.16,0.02
6485,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,6485,nan,nan,0.24,0,0,0.02
6486,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,6486,4,nan,0.25,0,0,0.02
6487,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,6487,nan,nan,0.24,0,0,0.02
6488,Scene It? Twilight,Wii,2009,Misc,Konami Digital Entertainment,6488,4,10,0.16,0.08,0,0.02
6489,And1 Streetball,PS2,2006,Action,Ubisoft,6489,4,0,0.13,0.1,0,0.03
6490,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,6490,nan,nan,0.14,0.1,0,0.03
6491,Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Role-Playing,Tecmo Koei,6491,nan,nan,0.06,0.04,0.14,0.02
6492,Angry Birds Trilogy,X360,2012,Action,Activision,6492,nan,7,0.18,0.06,0,0.02
6493,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,6493,2,nan,0.11,0.04,0.09,0.03
6494,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,6494,nan,nan,0.19,0.07,0,0
6495,ESPN NBA Basketball,XB,2003,Sports,Sega,6495,nan,0,0.2,0.06,0,0.01
6496,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,6496,nan,nan,0,0,0.25,0.02
6497,NBA 07,PS3,2006,Sports,Sony Computer Entertainment,6497,nan,nan,0.24,0,0.01,0.02
6498,Lowrider,PS2,2002,Misc,Pacific Century Cyber Works,6498,nan,nan,0.11,0.09,0.03,0.03
6499,Reload: Target Down,Wii,2010,Shooter,Mastiff,6499,nan,2,0.25,0,0,0.02
6500,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,6500,nan,nan,0.24,0,0,0.02
6501,Dungeons & Dragons: Eye of the Beholder,GBA,2002,Role-Playing,Atari,6501,nan,nan,0.19,0.07,0,0
6502,The Crew,X360,2014,Racing,Ubisoft,6502,nan,nan,0.06,0.18,0,0.02
6503,"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,6503,nan,nan,0.23,0.01,0,0.02
6504,Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,6504,nan,9,0.21,0.02,0,0.02
6505,Rayman DS,DS,2005,Platform,Ubisoft,6505,nan,nan,0.21,0.04,0,0.02
6506,Gundam Breaker,PS3,2013,Action,Namco Bandai Games,6506,nan,nan,0,0,0.26,0
6507,The House of the Dead 2,DC,1998,Shooter,Sega,6507,1,nan,0,0,0.26,0
6508,Create,Wii,2010,Action,Electronic Arts,6508,nan,nan,0.22,0.03,0,0.02
6509,A.C.E.: Another Century's Episode R,PS3,2010,Simulation,Namco Bandai Games,6509,nan,5,0,0,0.26,0
6510,Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,6510,nan,1,0.22,0.02,0,0.02
6511,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,6511,4,nan,0.13,0.1,0,0.03
6512,Panzer Dragoon Orta,XB,2002,Shooter,Sega,6512,nan,nan,0.16,0.05,0.04,0.01
6513,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,6513,7,nan,0,0,0.25,0.02
6514,Dragon Age Origins: Awakening,PS3,2010,Role-Playing,Spike,6514,nan,nan,0.24,0,0,0.02
6515,King's Field II,PS,1996,Role-Playing,From Software,6515,nan,nan,0.08,0.06,0.11,0.02
6516,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,6516,nan,nan,0.13,0.07,0,0.06
6517,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,6517,nan,nan,0,0,0.26,0
6518,Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,6518,nan,nan,0.08,0.03,0.14,0.01
6519,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,6519,nan,nan,0.15,0.1,0,0.02
6520,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,6520,nan,nan,0.13,0.1,0,0.03
6521,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,6521,nan,nan,0.13,0.1,0,0.03
6522,Skylanders: SuperChargers,Wii,2015,Action,Activision,6522,nan,nan,0.05,0.19,0,0.02
6523,Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios,6523,nan,9,0.04,0.18,0,0.04
6524,Tomba!,PS,1997,Platform,Sony Computer Entertainment,6524,7,nan,0.15,0.1,0,0.02
6525,Love Plus,DS,2009,Simulation,Konami Digital Entertainment,6525,nan,nan,0,0,0.26,0
6526,Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,6526,nan,nan,0,0,0.26,0
6527,MLB SlugFest 2006,PS2,2006,Sports,Midway Games,6527,nan,nan,0.13,0.1,0,0.03
6528,J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,6528,1,1,0,0.07,0.17,0.02
6529,Rugrats: I Gotta Go Party,GBA,2002,Action,THQ,6529,9,nan,0.19,0.07,0,0
6530,Virtua Racing,GEN,1994,Racing,Sega,6530,nan,nan,0,0,0.26,0
6531,Crash Tag Team Racing,PSP,2005,Racing,Vivendi Games,6531,nan,nan,0.16,0.06,0,0.04
6532,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,6532,nan,nan,0.05,0.16,0,0.05
6533,Bolt,PS2,2008,Adventure,Disney Interactive Studios,6533,nan,nan,0.09,0.02,0,0.16
6534,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,6534,nan,8,0,0,0.26,0
6535,We Cheer 2,Wii,2009,Simulation,Namco Bandai Games,6535,nan,nan,0.24,0,0,0.02
6536,Nancy Drew: The Mystery of the Clue Bender Society,DS,2008,Adventure,Codemasters,6536,nan,7,0.24,0,0,0.02
6537,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,6537,nan,nan,0,0,0.26,0
6538,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,6538,nan,nan,0.13,0.1,0,0.03
6539,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,6539,5,nan,0.22,0.03,0,0.02
6540,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,6540,nan,nan,0.1,0.08,0.05,0.03
6541,Project Runway,Wii,2010,Simulation,Atari,6541,nan,nan,0.24,0,0,0.02
6542,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Sports,Konami Digital Entertainment,6542,nan,nan,0,0,0.26,0
6543,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,6543,nan,nan,0.19,0.07,0,0
6544,Sengoku Basara 2,PS2,2006,Action,Capcom,6544,5,nan,0,0,0.26,0
6545,Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,6545,nan,nan,0.26,0,0,0
6546,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,6546,nan,nan,0,0.01,0.25,0
6547,Hey Arnold! The Movie,GBA,2002,Platform,THQ,6547,nan,nan,0.19,0.07,0,0
6548,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,6548,4,10,0,0,0.26,0.01
6549,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,6549,2,nan,0.19,0.07,0,0
6550,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,6550,nan,0,0.11,0.1,0.01,0.05
6551,Star Trek: Invasion,PS,2000,Simulation,Activision,6551,nan,nan,0.15,0.1,0,0.02
6552,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,6552,3,nan,0.13,0.06,0.05,0.02
6553,Jonah Lomu Rugby Challenge,PS3,N/A,Sports,Home Entertainment Suppliers,6553,nan,nan,0,0.2,0,0.06
6554,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,6554,nan,nan,0.24,0,0,0.02
6555,Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,6555,nan,nan,0.2,0.05,0,0.01
6556,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,6556,nan,nan,0.13,0.1,0,0.03
6557,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,6557,nan,nan,0,0,0.26,0
6558,Minute to Win It,Wii,2010,Misc,Zoo Games,6558,nan,1,0.25,0,0,0.02
6559,Smart Girl's Playhouse,DS,2007,Misc,505 Games,6559,nan,nan,0.24,0,0,0.02
6560,Racquet Sports,Wii,2010,Sports,Ubisoft,6560,nan,nan,0.14,0.09,0,0.02
6561,TouchMaster 3(Others sales),DS,2009,Puzzle,Warner Bros. Interactive Entertainment,6561,8,nan,0,0.24,0,0.02
6562,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,6562,nan,nan,0.01,0.2,0,0.05
6563,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Sports,Konami Digital Entertainment,6563,nan,nan,0,0,0.26,0
6564,Madden NFL 2005,DS,2004,Sports,Electronic Arts,6564,9,nan,0.24,0,0,0.02
6565,Skylanders: Trap Team,3DS,2014,Action,Activision,6565,nan,9,0.14,0.1,0,0.02
6566,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Misc,Konami Digital Entertainment,6566,nan,nan,0.14,0.05,0.07,0.01
6567,Power Pro Kun Pocket 5,GBA,2003,Sports,Konami Digital Entertainment,6567,nan,nan,0,0,0.25,0.01
6568,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Adventure,Banpresto,6568,2,nan,0,0,0.25,0.01
6569,Plants vs. Zombies,X360,2010,Strategy,PopCap Games,6569,nan,nan,0.24,0,0,0.02
6570,Riding Spirits,PS2,2002,Racing,BAM! Entertainment,6570,7,nan,0.13,0.1,0,0.03
6571,Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,6571,9,nan,0.17,0.05,0,0.03
6572,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,6572,nan,2,0.17,0.07,0,0.02
6573,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,6573,nan,8,0.1,0.01,0.14,0.01
6574,Bust A Groove 2,PS,1999,Misc,Enix Corporation,6574,nan,nan,0.04,0.03,0.18,0.02
6575,Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,6575,nan,nan,0,0,0.26,0
6576,Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,6576,0,nan,0.18,0.04,0.01,0.03
6577,Gundam Battle Universe,PSP,2008,Fighting,Namco Bandai Games,6577,nan,nan,0,0,0.26,0
6578,Sengoku Basara: Battle Heroes,PSP,2009,Action,Capcom,6578,nan,nan,0,0,0.26,0
6579,Nightmare Creatures,N64,1996,Action,Activision,6579,1,nan,0.21,0.05,0,0
6580,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,6580,nan,nan,0.21,0.05,0,0
6581,Duke Nukem: Zero Hour,N64,1999,Shooter,GT Interactive,6581,8,nan,0.21,0.05,0,0
6582,Armorines: Project S.W.A.R.M.,N64,1999,Shooter,Acclaim Entertainment,6582,nan,7,0.21,0.05,0,0
6583,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,6583,nan,nan,0.13,0.1,0,0.03
6584,Armored Core: Nexus,PS2,2004,Simulation,Indie Games,6584,nan,nan,0.06,0.05,0.14,0.02
6585,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,6585,nan,nan,0.13,0.1,0,0.03
